Vpin ID,X coordinate,Y coordinate,WL down to L1,Pin Type,NumberLayer One Pins,Ave Cell Area Input,Ave Cell Area Output,Ave Pin X coordinate,Ave Pin Y coordinate,CongestionCrouting,CongestionPlacement,Matching Vpin ID
S0,128,1800,113,I,1,18.0,0.0,32.0,5880.0,0.16326530612244897,0.02477810650887574,S1
S1,9824,1800,199,I,1,126.0,0.0,11680.0,7120.0,0.11734693877551021,0.026997041420118342,S0
S4,5184,1640,277,I,1,18.0,0.0,32.0,5880.0,0.08673469387755102,0.02477810650887574,S5
S5,9856,1640,200,I,1,126.0,0.0,11648.0,7080.0,0.08673469387755102,0.027736686390532544,S4
S12,5152,1880,268,I,1,18.0,0.0,32.0,5880.0,0.11224489795918367,0.02477810650887574,S13
S13,9984,1880,191,I,1,126.0,0.0,11680.0,7080.0,0.11734693877551021,0.027736686390532544,S12
S44,5184,1560,277,I,1,18.0,0.0,0.0,5840.0,0.08673469387755102,0.027736686390532544,S45
S45,9920,1560,198,I,1,126.0,0.0,11616.0,7040.0,0.07653061224489796,0.029215976331360947,S44
S48,0,1920,108,I,1,18.0,0.0,0.0,5920.0,0.16326530612244897,0.022189349112426034,S49
S49,11616,1920,106,I,1,126.0,0.0,11584.0,5800.0,0.11734693877551021,0.03661242603550296,S48
S52,1216,2240,139,I,1,18.0,0.0,0.0,5960.0,0.04081632653061224,0.021449704142011833,S53
S53,11616,2240,98,I,1,126.0,0.0,11584.0,5800.0,0.11734693877551021,0.03661242603550296,S52
S54,320,2200,111,I,1,18.0,0.0,32.0,5960.0,0.18877551020408162,0.021449704142011833,S55
S55,9920,2200,149,I,1,126.0,0.0,11584.0,5760.0,0.09693877551020408,0.03661242603550296,S54
S58,256,1480,129,I,1,18.0,0.0,0.0,6000.0,0.14285714285714285,0.020340236686390532,S59
S59,9856,1480,170,I,1,126.0,0.0,11584.0,5800.0,0.0663265306122449,0.03661242603550296,S58
S60,320,1760,125,I,1,18.0,0.0,32.0,6000.0,0.1836734693877551,0.020340236686390532,S61
S61,9696,1760,167,I,1,126.0,0.0,11584.0,5760.0,0.10714285714285714,0.03661242603550296,S60
S66,0,4080,56,I,1,18.0,0.0,0.0,6000.0,0.00510204081632653,0.020340236686390532,S67
S67,11584,4080,50,I,1,126.0,0.0,11584.0,5760.0,0.00510204081632653,0.03661242603550296,S66
S68,352,1720,125,I,1,18.0,0.0,0.0,5960.0,0.17857142857142858,0.021449704142011833,S69
S69,8896,1720,193,I,1,126.0,0.0,11584.0,5760.0,0.01020408163265306,0.03661242603550296,S68
S228,384,1840,117,I,1,18.0,0.0,0.0,5720.0,0.19387755102040816,0.028476331360946745,S229
