Vpin ID,X coordinate,Y coordinate,WL down to L1,Pin Type,NumberLayer One Pins,Ave Cell Area Input,Ave Cell Area Output,Ave Pin X coordinate,Ave Pin Y coordinate,CongestionCrouting,CongestionPlacement,Matching Vpin ID
S12520,3840,25760,36,I,1,63.0,0.0,4736.0,25760.0,0.19387755102040816,0.07396449704142012,S12521
S12521,2688,25760,8,O,1,0.0,434700.0,2688.0,25760.0,0.5,0.08468934911242604,S12520
S12573,2336,25952,26,II,2,63.0,0.0,2000.0,26112.0,0.3979591836734694,0.0673076923076923,S12574
S12574,2400,25952,20,O,1,0.0,434700.0,2688.0,25856.0,0.41836734693877553,0.08468934911242604,S12573
S12575,2400,25952,23,I,1,63.0,0.0,2016.0,26048.0,0.41836734693877553,0.0673076923076923,S12576
S12576,2560,25952,15,O,1,0.0,434700.0,2688.0,25856.0,0.4846938775510204,0.08468934911242604,S12575
S13035,2880,25952,21,O,1,0.0,63.0,2720.0,26208.0,0.5306122448979592,0.07100591715976332,S13036
S13036,3072,25952,15,I,1,171315.0,0.0,3104.0,25760.0,0.45918367346938777,0.09948224852071005,S13035
S13075,2208,25760,21,I,1,63.0,0.0,2112.0,25440.0,0.33163265306122447,0.053994082840236685,S13076
S13076,2528,25760,15,O,1,0.0,171315.0,2688.0,25760.0,0.45918367346938777,0.08468934911242604,S13075
S13083,2272,25600,21,I,1,63.0,0.0,2144.0,25312.0,0.35714285714285715,0.04955621301775148,S13084
S13084,2496,25600,18,O,1,0.0,171315.0,2688.0,25728.0,0.41836734693877553,0.08468934911242604,S13083
S13095,2656,25728,25,I,1,63.0,0.0,2400.0,25568.0,0.5153061224489796,0.06878698224852071,S13096
S13096,2688,25728,10,O,1,0.0,171315.0,2688.0,25792.0,0.5,0.08468934911242604,S13095
S13097,2688,25472,29,I,1,63.0,0.0,2208.0,25280.0,0.3673469387755102,0.04992603550295858,S13098
S13098,2720,25472,19,O,1,0.0,171315.0,2688.0,25792.0,0.3826530612244898,0.08468934911242604,S13097
S13177,2688,25824,17,I,1,63.0,0.0,2720.0,25568.0,0.4846938775510204,0.0695266272189349,S13178
S13178,2720,25824,12,O,1,0.0,171315.0,2688.0,25920.0,0.5051020408163265,0.08468934911242604,S13177
S13193,2752,25888,28,I,1,63.0,0.0,2656.0,25472.0,0.5612244897959183,0.0617603550295858,S13194
S13194,2688,25888,9,O,1,0.0,171315.0,2688.0,25920.0,0.5204081632653061,0.08468934911242604,S13193
S13201,6944,16384,14,I,1,368550.0,0.0,6976.0,16544.0,0.11224489795918367,0.023668639053254437,S13202
S13202,6912,16384,27,O,1,0.0,125829.0,6432.0,16256.0,0.10204081632653061,0.027366863905325445,S13201
S13211,5984,14688,12,I,1,36.0,0.0,5952.0,14592.0,0.19387755102040816,0.035133136094674555,S13212
S13212,6080,14688,57,O,1,0.0,125829.0,6112.0,16224.0,0.19387755102040816,0.032914201183431954,S13211
S13225,5888,15392,24,I,1,36.0,0.0,5952.0,15008.0,0.11224489795918367,0.03143491124260355,S13226
S13226,5920,15392,41,O,1,0.0,125829.0,6112.0,16256.0,0.11224489795918367,0.03254437869822485,S13225
S13243,5888,16192,39,I,1,36.0,0.0,5856.0,15296.0,0.14285714285714285,0.028846153846153848,S13244
S13244,5952,16192,27,O,1,0.0,125829.0,6432.0,16320.0,0.14285714285714285,0.02551775147928994,S13243
S13327,6464,14752,32,I,1,36.0,0.0,6048.0,14400.0,0.05612244897959184,0.03217455621301775,S13328
S13328,6528,14752,61,O,1,0.0,368550.0,6464.0,16384.0,0.05612244897959184,0.02514792899408284,S13327
S13503,0,21568,152,O,1,0.0,126.0,0.0,26176.0,0.07142857142857142,0.01849112426035503,S13504
S13504,3552,21568,29,I,1,225.0,0.0,3680.0,21024.0,0.02040816326530612,0.005177514792899409,S13503
S13505,7616,14496,19,O,1,0.0,45.0,7808.0,14656.0,0.17857142857142858,0.05362426035502959,S13506
S13506,7360,14496,68,I,1,45.0,0.0,7264.0,12672.0,0.1683673469387755,0.055103550295857985,S13505
S13519,12288,14880,227,I,1,36.0,0.0,12288.0,7872.0,0.0663265306122449,0.012943786982248521,S13520
S13520,7904,14880,8,O,1,0.0,36.0,7904.0,14880.0,0.12755102040816327,0.0621301775147929,S13519
S14589,5312,20960,26,I,1,225.0,0.0,4896.0,20800.0,0.04591836734693878,0.021819526627218935,S14590
S14590,5376,20960,143,I,1,225.0,0.0,9664.0,20992.0,0.061224489795918366,0.07137573964497042,S14589
S14677,7200,20832,91,I,1,225.0,0.0,4800.0,20768.0,0.01020408163265306,0.019230769230769232,S14678
S14678,7616,20832,75,I,1,225.0,0.0,9696.0,20896.0,0.01020408163265306,0.06841715976331361,S14677
S16969,6464,26496,148,O,1,0.0,126.0,6368.0,30880.0,0.22959183673469388,0.0029585798816568047,S16970
S16970,6496,26496,30,I,1,225.0,0.0,6400.0,25888.0,0.22448979591836735,0.0650887573964497,S16969
S17009,4608,10176,44,I,1,45.0,0.0,5696.0,10240.0,0.2602040816326531,0.0613905325443787,S17010
S17010,4544,10176,41,O,1,0.0,225.0,3936.0,10624.0,0.2653061224489796,0.03069526627218935,S17009
S17505,608,23584,67,O,1,0.0,126.0,32.0,24896.0,0.03571428571428571,0.015902366863905327,S17506
S17506,1120,23584,198,I,1,225.0,0.0,4992.0,21376.0,0.030612244897959183,0.031804733727810654,S17505
S17909,1088,22496,122,O,1,0.0,126.0,0.0,25056.0,0.025510204081632654,0.016272189349112426,S17910
S17910,1312,22496,126,I,1,225.0,0.0,3616.0,21024.0,0.025510204081632654,0.005547337278106509,S17909
S18587,0,21632,117,O,1,0.0,126.0,0.0,25120.0,0.07142857142857142,0.01664201183431953,S18588
S18588,32,21632,29,I,1,225.0,0.0,96.0,21024.0,0.07142857142857142,0.0036982248520710057,S18587
S18611,608,23552,79,O,1,0.0,126.0,32.0,25248.0,0.03571428571428571,0.017381656804733726,S18612
S18612,992,23552,192,I,1,225.0,0.0,5056.0,21728.0,0.04081632653061224,0.03328402366863906,S18611
S18683,9760,20768,8,I,1,45.0,0.0,9760.0,20768.0,0.3112244897959184,0.0669378698224852,S18684
S18684,5248,20768,18,O,1,0.0,225.0,5024.0,20672.0,0.025510204081632654,0.02551775147928994,S18683
S18733,8832,10752,141,O,1,0.0,72.0,8864.0,14976.0,0.061224489795918366,0.060650887573964495,S18734
S18734,8768,10752,32,I,1,225.0,0.0,8128.0,10624.0,0.0663265306122449,0.03550295857988166,S18733
S20267,7872,12064,29,O,1,0.0,225.0,8192.0,12416.0,0.24489795918367346,0.05621301775147929,S20268
S20268,7840,12064,70,I,1,225.0,0.0,7520.0,10400.0,0.23469387755102042,0.03143491124260355,S20267
S22486,20352,13920,71,I,1,126.0,0.0,20352.0,15936.0,0.015306122448979591,0.008505917159763314,S22487
S22487,9792,13920,8,I,1,45.0,0.0,9792.0,13920.0,0.24489795918367346,0.06656804733727811,S22486
S22780,8032,15744,8,O,1,0.0,225.0,8032.0,15744.0,0.15306122448979592,0.04770710059171598,S22781
S22781,14560,15744,8,I,1,225.0,0.0,14560.0,15744.0,0.1836734693877551,0.05362426035502959,S22780
S23982,9504,15104,8,O,1,0.0,225.0,9504.0,15104.0,0.25,0.04659763313609468,S23983
S23983,14880,15104,85,II,2,225.0,0.0,14896.0,15824.0,0.20408163265306123,0.05436390532544379,S23982
S24650,15200,21184,21,I,1,225.0,0.0,15040.0,21440.0,0.19387755102040816,0.05029585798816568,S24651
S24651,15232,21184,48,O,1,0.0,225.0,14976.0,20160.0,0.18877551020408162,0.07100591715976332,S24650
S24674,15072,20672,21,I,1,225.0,0.0,14976.0,20992.0,0.10714285714285714,0.04918639053254438,S24675
S24675,15136,20672,40,O,1,0.0,225.0,14976.0,19808.0,0.12755102040816327,0.07137573964497042,S24674
S24994,17568,15392,135,III,3,39.0,0.0,14901.333333333334,15456.0,0.45408163265306123,0.07359467455621302,S24995
S24995,17728,15392,64,II,2,36.0,0.0,18112.0,15440.0,0.46938775510204084,0.060650887573964495,S24994
S24996,15296,16128,35,I,1,45.0,0.0,15392.0,15360.0,0.27040816326530615,0.08247041420118344,S24997
S24997,15264,16128,36,I,1,63.0,0.0,15392.0,16768.0,0.25,0.06582840236686391,S24996
S25118,7808,12992,60,IO,2,45.0,225.0,7888.0,14448.0,0.17857142857142858,0.05436390532544379,S25119
S25119,7776,12992,45,II,2,40.5,0.0,7600.0,12256.0,0.15816326530612246,0.05251479289940828,S25118
S25124,6624,11840,28,O,1,0.0,225.0,6976.0,12128.0,0.1836734693877551,0.05029585798816568,S25125
S25125,6400,11840,20,II,2,36.0,0.0,6224.0,11712.0,0.20918367346938777,0.05029585798816568,S25124
S25126,6592,11776,38,O,1,0.0,225.0,7104.0,12224.0,0.1836734693877551,0.045488165680473376,S25127
S25127,6560,11776,21,I,1,36.0,0.0,6208.0,11712.0,0.1836734693877551,0.04955621301775148,S25126
S25128,6656,11936,27,I,1,27.0,0.0,6240.0,11744.0,0.17346938775510204,0.04770710059171598,S25129
