Vpin ID,X coordinate,Y coordinate,WL down to L1,Pin Type,NumberLayer One Pins,Ave Cell Area Input,Ave Cell Area Output,Ave Pin X coordinate,Ave Pin Y coordinate,CongestionCrouting,CongestionPlacement,Matching Vpin ID
S1534,10048,16384,8,I,1,18.0,0.0,10048.0,16448.0,0.8333333333333334,0.18235294117647058,S1535
S1535,10368,16384,8,I,1,1.0,0.0,10368.0,16448.0,1.0681818181818181,0.16372549019607843,S1534
S1536,22368,15072,13,I,1,18.0,0.0,22432.0,14912.0,0.8409090909090909,0.08627450980392157,S1537
S1537,22336,15072,24,I,1,36.0,0.0,22464.0,15520.0,0.8409090909090909,0.09705882352941177,S1536
S1538,22400,15040,13,I,1,18.0,0.0,22464.0,14880.0,0.8257575757575758,0.08529411764705883,S1539
S1539,22368,15040,23,I,1,1.0,0.0,22464.0,15488.0,0.8333333333333334,0.09607843137254903,S1538
S1540,22336,15168,17,I,1,18.0,0.0,22432.0,14912.0,0.8939393939393939,0.08627450980392157,S1541
S1541,22400,15168,18,I,1,1.0,0.0,22464.0,15488.0,0.8863636363636364,0.09607843137254903,S1540
S1542,22368,15104,15,I,1,18.0,0.0,22432.0,14880.0,0.8636363636363636,0.08529411764705883,S1543
S1543,22304,15104,26,I,1,45.0,0.0,22432.0,15488.0,0.8636363636363636,0.09607843137254903,S1542
S1544,22336,15136,17,I,1,18.0,0.0,22432.0,14880.0,0.8939393939393939,0.08529411764705883,S1545
S1545,22304,15136,26,I,1,63.0,0.0,22464.0,15616.0,0.8939393939393939,0.09215686274509804,S1544
S1546,22304,15104,18,I,1,18.0,0.0,22464.0,14880.0,0.8636363636363636,0.08529411764705883,S1547
S1547,22272,15104,25,I,1,45.0,0.0,22432.0,15552.0,0.8636363636363636,0.09509803921568627,S1546
S1548,22400,15104,15,I,1,18.0,0.0,22432.0,14848.0,0.8560606060606061,0.08333333333333333,S1549
S1549,22240,15104,32,I,1,54.0,0.0,22432.0,15680.0,0.8636363636363636,0.09509803921568627,S1548
S1550,22368,15072,15,I,1,18.0,0.0,22432.0,14848.0,0.8409090909090909,0.08333333333333333,S1551
S1551,22272,15072,30,I,1,1.0,0.0,22464.0,15648.0,0.8409090909090909,0.09215686274509804,S1550
